id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	consumptionVolume	productionVolume	regulatoryIssues	supplyVsDemand	supplyVsDemandForecast	newExploration	safetyAccident
mp:2019-02-01_20.30.00.News_Social.COM_ENM.ALU	ALU	2019-02-01T20:30:00.000Z	News_Social	2.2.35	1740.1	0.036275	-0.230734	-0.045400	0.012356	0.002299	0.001437	0.023849	0.037067	0.037067	0.043388	-0.024711	0.009195	0.152419	0.000575		-0.000575	-0.001149	0.028791	0.000575	-0.035630		0.029883	0.001149	0.001149	
mp:2019-02-01_20.30.00.News.COM_ENM.ALU	ALU	2019-02-01T20:30:00.000Z	News	2.2.35	1438.4	0.043487	-0.255492	-0.058746	0.012514	0.002781	0.001217	0.017380	0.030937	0.045189	0.046580	-0.033370	0.009385	0.147403	-0.000695		-0.001390	-0.001390	0.027044	0.000695	-0.043799		0.036151	0.001390	0.000695	
mp:2019-02-01_20.30.00.Social.COM_ENM.ALU	ALU	2019-02-01T20:30:00.000Z	Social	2.2.35	301.7	0.020258	-0.112695	0.018230	0.011601		0.002486	0.054690	0.066291	-0.001657	0.028174	0.016573	0.008286	0.176334	0.006629		0.003315		0.037123		0.003315				0.003315	
mp:2019-02-01_20.30.00.News_Social.COM_ENM.BIOF	BIOF	2019-02-01T20:30:00.000Z	News_Social	2.2.35	119.0	0.002481	0.092437	-0.033613			0.023109			0.008403	0.168067	0.008403	0.016807	0.132353	-0.075630	-0.025210	-0.016807		0.016807		-0.008403		0.058824	-0.008403	0.008403	
mp:2019-02-01_20.30.00.News.COM_ENM.BIOF	BIOF	2019-02-01T20:30:00.000Z	News	2.2.35	99.0	0.002993	0.171717	0.010101			0.027778				0.171717	0.000000	0.020202	0.116162	-0.090909	-0.030303	-0.020202		0.010101		-0.020202		0.070707	-0.010101		
mp:2019-02-01_20.30.00.Social.COM_ENM.BIOF	BIOF	2019-02-01T20:30:00.000Z	Social	2.2.35	20.0	0.001343	-0.300000	-0.250000						0.050000	0.150000	0.050000		0.212500					0.050000		0.050000				0.050000	
mp:2019-02-01_20.30.00.News_Social.COM_ENM.COA	COA	2019-02-01T20:30:00.000Z	News_Social	2.2.35	3517.9	0.073337	-0.174394	-0.015634	0.007675	0.003695	0.000213	0.027289	0.015776	0.017340	0.084283	-0.013787	0.013787	0.146437	-0.001706	-0.002416	0.004975	-0.000284	0.021291	-0.002985	0.013645	0.001706	-0.020182	0.000142	0.009665	0.012507
mp:2019-02-01_20.30.00.News.COM_ENM.COA	COA	2019-02-01T20:30:00.000Z	News	2.2.35	2843.2	0.085959	-0.169879	-0.019696	0.006331	0.002814	-0.000352	0.021455	0.014420	0.016003	0.083181	-0.015651	0.013893	0.147967	-0.000528	-0.001934	0.005803	-0.000352	0.018535	-0.004396	0.019696	0.001759	-0.020927	0.000703	0.011958	0.013717
mp:2019-02-01_20.30.00.Social.COM_ENM.COA	COA	2019-02-01T20:30:00.000Z	Social	2.2.35	674.7	0.045303	-0.193419	0.001482	0.013339	0.007411	0.002594	0.051875	0.021491	0.022973	0.088928	-0.005929	0.013339	0.139988	-0.006670	-0.004446	0.001482		0.032904	0.002964	-0.011857	0.001482	-0.017045	-0.002223		0.007411
mp:2019-02-01_20.30.00.News_Social.COM_ENM.CPPR	CPPR	2019-02-01T20:30:00.000Z	News_Social	2.2.35	1683.2	0.035089	-0.091789	0.015447	0.004753	0.004753	0.002376	0.022873	0.027032	0.016932	0.048717	0.002079	0.012476	0.120767	-0.002673		0.000594	0.000594	0.047469	0.001782	0.051390		-0.005941	-0.002376	0.003268	
mp:2019-02-01_20.30.00.News.COM_ENM.CPPR	CPPR	2019-02-01T20:30:00.000Z	News	2.2.35	1309.5	0.039590	-0.102329	0.009927	0.004582	0.000764	0.002482	0.017564	0.033601	0.017946	0.048110	0.001145	0.010691	0.110977	-0.000764		0.001527	0.000764	0.052081	0.002291	0.059565		-0.005727	-0.003055	0.003055	
mp:2019-02-01_20.30.00.Social.COM_ENM.CPPR	CPPR	2019-02-01T20:30:00.000Z	Social	2.2.35	373.7	0.025092	-0.054857	0.034787	0.005352	0.018732	0.002007	0.041477	0.004014	0.013380	0.050843	0.005352	0.018732	0.155071	-0.009366		-0.002676		0.031309		0.022746		-0.006690		0.004014	
mp:2019-02-01_20.30.00.News_Social.COM_ENM.CRU	CRU	2019-02-01T20:30:00.000Z	News_Social	2.2.35	11354.1	0.236696	-0.194864	-0.005681	0.014136	0.005328	0.002840	0.009160	0.006253	0.028624	0.047604	0.002862	0.029593	0.136647	0.003523	-0.000176	0.002906	0.000176	0.028536	0.000440	0.017967		-0.009292	-0.000220	0.001233	
mp:2019-02-01_20.30.00.News.COM_ENM.CRU	CRU	2019-02-01T20:30:00.000Z	News	2.2.35	9351.5	0.282726	-0.196386	-0.006897	0.014810	0.005935	0.002834	0.008020	0.005133	0.025664	0.045126	0.002085	0.030744	0.131420	0.003636	-0.000214	0.002246		0.026980	0.000214	0.022029		-0.011549	-0.000107	0.001176	
mp:2019-02-01_20.30.00.Social.COM_ENM.CRU	CRU	2019-02-01T20:30:00.000Z	Social	2.2.35	2002.6	0.134467	-0.187756	0.000000	0.010986	0.002497	0.002871	0.014481	0.011485	0.042445	0.059173	0.006492	0.024219	0.161053	0.002996	0.000000	0.005992	0.000999	0.035803	0.001498	-0.000999		0.001248	-0.000749	0.001498	
mp:2019-02-01_20.30.00.News_Social.COM_ENM.BIOETH	BIOETH	2019-02-01T20:30:00.000Z	News_Social	2.2.35	196.2	0.004090	0.038226	-0.040775	0.030581		0.007645		0.020387	0.020387	0.114679	-0.005097	0.010194	0.178135			0.000000		0.051988	0.015291	0.010194		-0.015291			
mp:2019-02-01_20.30.00.News.COM_ENM.BIOETH	BIOETH	2019-02-01T20:30:00.000Z	News	2.2.35	115.7	0.003498	0.099395	-0.086430	0.051858		0.008643		-0.008643	0.017286	0.121003	-0.008643	0.008643	0.214564					0.010372	0.017286	0.008643		-0.025929			
mp:2019-02-01_20.30.00.Social.COM_ENM.BIOETH	BIOETH	2019-02-01T20:30:00.000Z	Social	2.2.35	80.5	0.005405	-0.049689	0.024845			0.006211		0.062112	0.024845	0.105590	0.000000	0.012422	0.125776			0.000000		0.111801	0.012422	0.012422					
mp:2019-02-01_20.30.00.News_Social.COM_ENM.MOG	MOG	2019-02-01T20:30:00.000Z	News_Social	2.2.35	1724.1	0.035942	-0.209965	-0.015660	0.002610	0.005800	0.000290	0.016240	0.018270	0.035381	0.079462	0.018270	0.010440	0.123891	0.004640		-0.010440	-0.001740	0.024419	0.004060	-0.007830		0.029291	0.001160	0.000580	
mp:2019-02-01_20.30.00.News.COM_ENM.MOG	MOG	2019-02-01T20:30:00.000Z	News	2.2.35	1371.5	0.041465	-0.215458	-0.015312	0.002187	0.002187	0.004010	0.013124	0.017864	0.034998	0.077652	0.016405	0.006562	0.119213	0.005104		-0.014218	-0.000729	0.013853	0.005104	-0.012395		0.031717	0.000729	0.000729	
mp:2019-02-01_20.30.00.Social.COM_ENM.MOG	MOG	2019-02-01T20:30:00.000Z	Social	2.2.35	352.6	0.023676	-0.188599	-0.017016	0.004254	0.019853	-0.014180	0.028361	0.019853	0.036869	0.086500	0.025525	0.025525	0.142087	0.002836		0.004254	-0.005672	0.065513		0.009926		0.019853	0.002836		
mp:2019-02-01_20.30.00.News_Social.COM_ENM.GOL	GOL	2019-02-01T20:30:00.000Z	News_Social	2.2.35	10972.9	0.228749	0.001367	0.007564	0.008749	0.009888	0.001094	0.021325	0.001504	0.019594	0.063520	-0.011847	0.017224	0.152776	0.017361	-0.001458	0.005377	0.000456	0.031168	0.001276	0.001139		-0.021508	-0.000410	0.007108	0.000182
mp:2019-02-01_20.30.00.News.COM_ENM.GOL	GOL	2019-02-01T20:30:00.000Z	News	2.2.35	6044.8	0.182754	-0.016378	0.000331	0.007279	0.011828	0.000848	0.018032	-0.004549	0.023822	0.062285	-0.022581	0.016709	0.150654	0.006369	-0.001985	0.007941	0.000662	0.032722	0.002316	-0.000579		-0.025311	-0.000662	0.005956	0.000331
mp:2019-02-01_20.30.00.Social.COM_ENM.GOL	GOL	2019-02-01T20:30:00.000Z	Social	2.2.35	4928.1	0.330903	0.023133	0.016436	0.010552	0.007508	0.001395	0.025365	0.008928	0.014407	0.065035	0.001319	0.017857	0.155379	0.030844	-0.000812	0.002232	0.000203	0.029261	0.000000	0.003247		-0.016842	-0.000101	0.008523	
mp:2019-02-01_20.30.00.News_Social.COM_ENM.HOIL	HOIL	2019-02-01T20:30:00.000Z	News_Social	2.2.35	47.7	0.000994	0.000000			0.020964				0.104822		0.031447		0.069706			-0.188679		0.046122							
mp:2019-02-01_20.30.00.News.COM_ENM.HOIL	HOIL	2019-02-01T20:30:00.000Z	News	2.2.35	47.7	0.001442	0.000000			0.020964				0.104822		0.031447		0.069706			-0.188679		0.046122							
mp:2019-02-01_20.30.00.Social.COM_ENM.HOIL	HOIL	2019-02-01T20:30:00.000Z	Social	2.2.35	0.0	0.000000																								
mp:2019-02-01_20.30.00.News_Social.COM_ENM.IRN	IRN	2019-02-01T20:30:00.000Z	News_Social	2.2.35	4162.5	0.086775	-0.173213	0.018859	0.007207	0.001922	0.008889	0.068709	0.000841	0.034474	0.091532	0.002282	0.007087	0.132613	0.003363	-0.000480	0.021381	0.001441	0.042402		-0.005045	0.008408	-0.010090	-0.003604	0.001201	0.005045
mp:2019-02-01_20.30.00.News.COM_ENM.IRN	IRN	2019-02-01T20:30:00.000Z	News	2.2.35	3265.0	0.098711	-0.197397	0.015314	0.006432	0.001838	0.008116	0.071363	-0.000613	0.035375	0.094487	-0.001685	0.005513	0.130858	0.004747	-0.000613	0.023277	0.000613	0.044410		-0.004900	0.007657	-0.013629	-0.004288	0.001225	0.005819
mp:2019-02-01_20.30.00.Social.COM_ENM.IRN	IRN	2019-02-01T20:30:00.000Z	Social	2.2.35	897.5	0.060264	-0.085237	0.031755	0.010028	0.002228	0.011699	0.059053	0.006128	0.031198	0.080780	0.016713	0.012813	0.138997	-0.001671		0.014485	0.004457	0.035097		-0.005571	0.011142	0.002786	-0.001114	0.001114	0.002228
mp:2019-02-01_20.30.00.News_Social.COM_ENM.JET	JET	2019-02-01T20:30:00.000Z	News_Social	2.2.35	85.0	0.001772	-0.082353	-0.141176						0.023529	0.035294	0.035294		0.132353	-0.035294								-0.152941	-0.141176		
mp:2019-02-01_20.30.00.News.COM_ENM.JET	JET	2019-02-01T20:30:00.000Z	News	2.2.35	85.0	0.002570	-0.082353	-0.141176						0.023529	0.035294	0.035294		0.132353	-0.035294								-0.152941	-0.141176		
mp:2019-02-01_20.30.00.Social.COM_ENM.JET	JET	2019-02-01T20:30:00.000Z	Social	2.2.35	0.0	0.000000																								
mp:2019-02-01_20.30.00.News_Social.COM_ENM.LNG	LNG	2019-02-01T20:30:00.000Z	News_Social	2.2.35	149.0	0.003106	0.164430	0.127517	0.006711		0.016779	-0.006711	0.013423	0.020134	0.033557	0.033557	0.010067	0.157718	0.000000	0.000000	0.013423	-0.003356	0.026846		0.020134		0.060403			
mp:2019-02-01_20.30.00.News.COM_ENM.LNG	LNG	2019-02-01T20:30:00.000Z	News	2.2.35	62.0	0.001874	-0.008065	0.064516			0.008065		0.016129	0.032258	0.048387	0.032258		0.114919	-0.016129		0.032258		0.032258		0.016129		0.112903			
mp:2019-02-01_20.30.00.Social.COM_ENM.LNG	LNG	2019-02-01T20:30:00.000Z	Social	2.2.35	87.0	0.005842	0.287356	0.172414	0.011494		0.022989	-0.011494	0.011494	0.011494	0.022989	0.034483	0.017241	0.188218	0.011494	0.000000	0.000000	-0.005747	0.022989		0.022989		0.022989			
mp:2019-02-01_20.30.00.News_Social.COM_ENM.NAP	NAP	2019-02-01T20:30:00.000Z	News_Social	2.2.35	253.7	0.005289	-0.311391							0.007883	0.108396	0.098542	-0.084746	0.152542	0.007883				0.040205		0.084746		0.068979			
mp:2019-02-01_20.30.00.News.COM_ENM.NAP	NAP	2019-02-01T20:30:00.000Z	News	2.2.35	239.2	0.007232	-0.313545							0.008361	0.108696	0.091973	-0.083612	0.151338	0.008361				0.042642		0.083612		0.066890			
mp:2019-02-01_20.30.00.Social.COM_ENM.NAP	NAP	2019-02-01T20:30:00.000Z	Social	2.2.35	14.5	0.000974	-0.275862								0.103448	0.206897	-0.103448	0.172414							0.103448		0.103448			
mp:2019-02-01_20.30.00.News_Social.COM_ENM.NGS	NGS	2019-02-01T20:30:00.000Z	News_Social	2.2.35	3945.3	0.082247	-0.204547	0.014955	0.002788	0.001014	0.002091	0.014701	0.012420	0.025600	0.070464	0.015081	0.008871	0.141941	0.005069	-0.000507	0.014321	-0.000253	0.046587	0.000507	0.033204	0.001521	0.020657	0.001521	0.004309	
mp:2019-02-01_20.30.00.News.COM_ENM.NGS	NGS	2019-02-01T20:30:00.000Z	News	2.2.35	2107.0	0.063701	-0.287850	0.005221	0.001898	0.000949	0.002848	0.012340	0.018272	0.027527	0.051732	0.021832	0.008068	0.130790	0.005933		0.023730		0.051970	0.000000	0.059563	0.002848	0.016137	0.000949	0.005695	
mp:2019-02-01_20.30.00.Social.COM_ENM.NGS	NGS	2019-02-01T20:30:00.000Z	Social	2.2.35	1838.3	0.123435	-0.109068	0.026111	0.003808	0.001088	0.001224	0.017407	0.005712	0.023391	0.091933	0.007344	0.009792	0.154722	0.004080	-0.001088	0.003536	-0.000544	0.040418	0.001088	0.002992		0.025839	0.002176	0.002720	
mp:2019-02-01_20.30.00.News_Social.COM_ENM.NKL	NKL	2019-02-01T20:30:00.000Z	News_Social	2.2.35	586.0	0.012216	-0.007679	-0.021331	0.006826	0.025597	0.005546	0.020478	-0.021331	0.017065	0.071672	0.043515	0.023891	0.175341	0.001706	-0.001706	-0.001706	-0.001706	0.020478	-0.001706	-0.008532		-0.023891	0.000000	0.005119	
mp:2019-02-01_20.30.00.News.COM_ENM.NKL	NKL	2019-02-01T20:30:00.000Z	News	2.2.35	305.5	0.009236	-0.088380	-0.045827		0.022913	0.002455	0.026187	-0.018003	0.009820	0.078560	0.085106	0.022913	0.159165	0.003273		-0.003273	-0.003273	0.026187		-0.016367		-0.039280	0.000000		
mp:2019-02-01_20.30.00.Social.COM_ENM.NKL	NKL	2019-02-01T20:30:00.000Z	Social	2.2.35	280.5	0.018834	0.080214	0.005348	0.014260	0.028520	0.008913	0.014260	-0.024955	0.024955	0.064171	-0.001783	0.024955	0.192959	0.000000	-0.003565			0.014260	-0.003565			-0.007130		0.010695	
mp:2019-02-01_20.30.00.News_Social.COM_ENM.NSEA	NSEA	2019-02-01T20:30:00.000Z	News_Social	2.2.35	319.5	0.006661	-0.297340	-0.021909	0.050078				-0.003130		0.050078	0.015649	0.034429	0.104460	-0.006260		0.026604		0.006260				-0.122066			
mp:2019-02-01_20.30.00.News.COM_ENM.NSEA	NSEA	2019-02-01T20:30:00.000Z	News	2.2.35	273.0	0.008254	-0.236264	-0.032967	0.054945				-0.003663		0.058608	0.018315	0.036630	0.081502			0.031136		0.007326				-0.142857			
mp:2019-02-01_20.30.00.Social.COM_ENM.NSEA	NSEA	2019-02-01T20:30:00.000Z	Social	2.2.35	46.5	0.003122	-0.655914	0.043011	0.021505								0.021505	0.239247	-0.043011											
mp:2019-02-01_20.30.00.News_Social.COM_ENM.PALL	PALL	2019-02-01T20:30:00.000Z	News_Social	2.2.35	82.0	0.001709	-0.128049	0.012195			-0.022866	0.024390	-0.085366	0.012195	0.036585	-0.085366		0.106707	0.012195	0.012195			0.073171				-0.073171	0.000000		
mp:2019-02-01_20.30.00.News.COM_ENM.PALL	PALL	2019-02-01T20:30:00.000Z	News	2.2.35	23.0	0.000695	-0.065217				-0.081522		-0.260870			-0.260870		0.141304												
mp:2019-02-01_20.30.00.Social.COM_ENM.PALL	PALL	2019-02-01T20:30:00.000Z	Social	2.2.35	59.0	0.003962	-0.152542	0.016949				0.033898	-0.016949	0.016949	0.050847	-0.016949		0.093220	0.016949	0.016949			0.101695				-0.101695	0.000000		
mp:2019-02-01_20.30.00.News_Social.COM_ENM.PLAT	PLAT	2019-02-01T20:30:00.000Z	News_Social	2.2.35	362.7	0.007561	-0.073063	0.008271	0.002757	0.004136	0.007237	0.022057	0.012407	0.006893	0.038599	0.042735	0.013785	0.178729	0.002757		0.000000		0.028122		-0.002757		-0.006893			
mp:2019-02-01_20.30.00.News.COM_ENM.PLAT	PLAT	2019-02-01T20:30:00.000Z	News	2.2.35	129.0	0.003900	-0.426357	-0.038760		0.015504	0.013566	0.062016	0.023256	0.007752	0.031008	0.015504	0.007752	0.191860	-0.015504				0.031008		-0.007752		0.015504			
mp:2019-02-01_20.30.00.Social.COM_ENM.PLAT	PLAT	2019-02-01T20:30:00.000Z	Social	2.2.35	233.7	0.015692	0.121951	0.034232	0.004279	-0.002139	0.003744		0.006418	0.006418	0.042790	0.057766	0.017116	0.171481	0.012837		0.000000		0.026530				-0.019255			
mp:2019-02-01_20.30.00.News_Social.COM_ENM.RAREE	RAREE	2019-02-01T20:30:00.000Z	News_Social	2.2.35	143.4	0.002989	-0.038354	0.073222		0.013947	0.006974	0.020921	0.013947	0.010460	0.094142	-0.027894	0.048815	0.198919			0.020921		0.016736	-0.006974	0.006974		0.010460		0.006974	
mp:2019-02-01_20.30.00.News.COM_ENM.RAREE	RAREE	2019-02-01T20:30:00.000Z	News	2.2.35	39.0	0.001179	-0.282051	0.051282				0.051282	0.025641	0.000000	0.115385		0.051282	0.173077					0.025641				0.012821		0.025641	
mp:2019-02-01_20.30.00.Social.COM_ENM.RAREE	RAREE	2019-02-01T20:30:00.000Z	Social	2.2.35	104.4	0.007010	0.052682	0.081418		0.019157	0.009579	0.009579	0.009579	0.014368	0.086207	-0.038314	0.047893	0.208573			0.028736		0.013410	-0.009579	0.009579		0.009579			
mp:2019-02-01_20.30.00.News_Social.COM_ENM.SLVR	SLVR	2019-02-01T20:30:00.000Z	News_Social	2.2.35	1529.6	0.031887	0.004576	0.029419	0.000981	0.013402	0.005067	0.027458	0.004903	0.019286	0.047398	0.021247	0.022882	0.157868	0.012422		0.009153	0.001308	0.047856	0.001308	0.000654		-0.013402	-0.003269	0.014710	
mp:2019-02-01_20.30.00.News.COM_ENM.SLVR	SLVR	2019-02-01T20:30:00.000Z	News	2.2.35	396.8	0.011997	-0.103327	0.017641	0.002520	0.010081	0.000630	0.005040	0.007560	0.022681	0.055444	0.037802	0.047883	0.184476	0.017641				0.032258		0.002520		-0.027722	-0.005040	0.010081	
mp:2019-02-01_20.30.00.Social.COM_ENM.SLVR	SLVR	2019-02-01T20:30:00.000Z	Social	2.2.35	1132.8	0.076063	0.042373	0.033545	0.000441	0.014566	0.006621	0.035311	0.003972	0.018097	0.044580	0.015448	0.014124	0.148548	0.010593		0.012359	0.001766	0.053319	0.001766	0.000000		-0.008386	-0.002648	0.016331	
mp:2019-02-01_20.30.00.News_Social.COM_ENM.STEE	STEE	2019-02-01T20:30:00.000Z	News_Social	2.2.35	4276.6	0.089153	-0.156550	-0.025371	0.013679	0.005144	0.004238	0.036361	0.040102	0.063251	0.077398	0.008769	0.009353	0.160361	0.007599	0.001169	0.001871	0.000234	0.029720	0.002806	0.003741	0.000701	0.010055	0.013095	0.000468	
mp:2019-02-01_20.30.00.News.COM_ENM.STEE	STEE	2019-02-01T20:30:00.000Z	News	2.2.35	3259.2	0.098536	-0.168753	-0.032984	0.015955	0.005216	0.005063	0.029148	0.042495	0.064740	0.080081	0.007517	0.006290	0.161627	0.008744	0.000307	0.001381		0.032431	0.001841	0.002761	0.000614	0.020097	0.017029	0.000614	
mp:2019-02-01_20.30.00.Social.COM_ENM.STEE	STEE	2019-02-01T20:30:00.000Z	Social	2.2.35	1017.4	0.068314	-0.117456	-0.000983	0.006389	0.004914	0.001597	0.059465	0.032436	0.058482	0.068803	0.012778	0.019167	0.156305	0.003932	0.003932	0.003440	0.000983	0.021034	0.005897	0.006880	0.000983	-0.022115	0.000491		
mp:2019-02-01_20.30.00.News_Social.COM_ENM.URAN	URAN	2019-02-01T20:30:00.000Z	News_Social	2.2.35	718.6	0.014980	-0.208043	-0.001392	0.023657	0.004175	-0.004175	0.051489	0.016003	0.019482	0.055664	-0.000696	0.008350	0.067632	-0.080017		0.006958	0.001392	0.040495	-0.007654	-0.002783	0.002783	0.009741	-0.001392	0.001392	
mp:2019-02-01_20.30.00.News.COM_ENM.URAN	URAN	2019-02-01T20:30:00.000Z	News	2.2.35	271.2	0.008199	-0.283923		0.033186		-0.007375	0.025811	-0.003687	0.033186	0.044248	-0.020280	0.003687	0.032080	-0.136431		-0.003687		0.072640	-0.014749	-0.007375	0.007375	0.040560			
mp:2019-02-01_20.30.00.Social.COM_ENM.URAN	URAN	2019-02-01T20:30:00.000Z	Social	2.2.35	447.4	0.030041	-0.162047	-0.002235	0.017881	0.006705	-0.002235	0.067054	0.027939	0.011176	0.062584	0.011176	0.011176	0.089182	-0.045820		0.013411	0.002235	0.021010	-0.003353	0.000000		-0.008941	-0.002235	0.002235	
mp:2019-02-02_20.30.00.News_Social.COM_ENM.ALU	ALU	2019-02-02T20:30:00.000Z	News_Social	2.2.35	110.0	0.008700	-0.018182	0.009091	0.018182	0.009091		0.063636	0.036364	0.018182	0.081818	0.036364	0.009091	0.140909					0.063636		0.036364	0.009091	-0.036364			
mp:2019-02-02_20.30.00.News.COM_ENM.ALU	ALU	2019-02-02T20:30:00.000Z	News	2.2.35	84.0	0.014994	-0.011905		0.023810			0.071429	0.023810	0.023810	0.071429	0.023810	0.011905	0.130952					0.071429		0.047619		-0.047619			
mp:2019-02-02_20.30.00.Social.COM_ENM.ALU	ALU	2019-02-02T20:30:00.000Z	Social	2.2.35	26.0	0.003692	-0.038462	0.038462		0.038462		0.038462	0.076923		0.115385	0.076923		0.173077					0.038462			0.038462				
mp:2019-02-02_20.30.00.News_Social.COM_ENM.BIOF	BIOF	2019-02-02T20:30:00.000Z	News_Social	2.2.35	20.0	0.001582	0.600000								0.100000			0.250000												
mp:2019-02-02_20.30.00.News.COM_ENM.BIOF	BIOF	2019-02-02T20:30:00.000Z	News	2.2.35	19.0	0.003391	0.684211								0.105263			0.250000												
mp:2019-02-02_20.30.00.Social.COM_ENM.BIOF	BIOF	2019-02-02T20:30:00.000Z	Social	2.2.35	1.0	0.000142	-1.000000											0.250000												
mp:2019-02-02_20.30.00.News_Social.COM_ENM.COA	COA	2019-02-02T20:30:00.000Z	News_Social	2.2.35	566.0	0.044765	-0.202297	0.002650	0.000000		0.002650	0.015901	0.004417	0.030035	0.095406	-0.010601	0.030035	0.170716	0.000000	0.001767			0.021201	-0.001767	0.000000	0.003534	-0.010601		0.014134	
mp:2019-02-02_20.30.00.News.COM_ENM.COA	COA	2019-02-02T20:30:00.000Z	News	2.2.35	329.0	0.058725	-0.138298	-0.004559			-0.001520	0.009119	-0.006079	0.045593	0.101824	-0.015198	0.018237	0.143237	0.000000				0.018237		-0.003040		-0.030395		0.024316	
mp:2019-02-02_20.30.00.Social.COM_ENM.COA	COA	2019-02-02T20:30:00.000Z	Social	2.2.35	237.0	0.033658	-0.291139	0.012658	0.000000		0.008439	0.025316	0.018987	0.008439	0.086498	-0.004219	0.046414	0.208861	0.000000	0.004219			0.025316	-0.004219	0.004219	0.008439	0.016878			
mp:2019-02-02_20.30.00.News_Social.COM_ENM.CPPR	CPPR	2019-02-02T20:30:00.000Z	News_Social	2.2.35	770.0	0.060899	-0.062987	-0.011688	0.012987	0.006494	0.009416	0.044156	0.010390	0.019481	0.065584	-0.057792	0.015584	0.148214	0.007792	0.001299	0.012987		0.022078		0.005844		-0.020130	-0.002597	0.020779	
mp:2019-02-02_20.30.00.News.COM_ENM.CPPR	CPPR	2019-02-02T20:30:00.000Z	News	2.2.35	279.5	0.049889	-0.162791	-0.003578	0.003578	0.007156	0.002683	0.032200	0.032200	0.021467	0.134168	-0.107335	0.007156	0.156082	0.007156		0.032200		0.017889		-0.032200		-0.019678		0.007156	
mp:2019-02-02_20.30.00.Social.COM_ENM.CPPR	CPPR	2019-02-02T20:30:00.000Z	Social	2.2.35	490.5	0.069658	-0.006116	-0.016310	0.018349	0.006116	0.013252	0.050968	-0.002039	0.018349	0.026504	-0.029562	0.020387	0.143731	0.008155	0.002039	0.002039		0.024465		0.027523		-0.020387	-0.004077	0.028542	
mp:2019-02-02_20.30.00.News_Social.COM_ENM.CRU	CRU	2019-02-02T20:30:00.000Z	News_Social	2.2.35	2686.0	0.212434	-0.102941	0.002234	0.005026	0.005585	0.012612	0.012658	-0.000931	0.036299	0.062919	0.009308	0.015078	0.144592	0.004281	-0.000372	-0.003537	-0.000186	0.046575	-0.000745	0.000186		-0.019918		0.001117	
mp:2019-02-02_20.30.00.News.COM_ENM.CRU	CRU	2019-02-02T20:30:00.000Z	News	2.2.35	1782.4	0.318149	-0.089206	0.003366	0.004488	0.006732	0.012483	0.015148	-0.002805	0.029174	0.058629	0.010099	0.012343	0.137609	0.000281	-0.001122	-0.000561		0.042359	-0.000561	-0.004488		-0.030296			
mp:2019-02-02_20.30.00.Social.COM_ENM.CRU	CRU	2019-02-02T20:30:00.000Z	Social	2.2.35	903.6	0.128325	-0.130035	0.000000	0.006087	0.003320	0.012865	0.007747	0.002767	0.050354	0.071381	0.007747	0.020474	0.158367	0.012174	0.001107	-0.009407	-0.000553	0.054892	-0.001107	0.009407		0.000553		0.003320	
mp:2019-02-02_20.30.00.News_Social.COM_ENM.BIOETH	BIOETH	2019-02-02T20:30:00.000Z	News_Social	2.2.35	16.2	0.001281	0.185185						-0.061728			-0.061728		0.033951					-0.012346		0.000000		-0.246914			
mp:2019-02-02_20.30.00.News.COM_ENM.BIOETH	BIOETH	2019-02-02T20:30:00.000Z	News	2.2.35	13.2	0.002356	0.227273						-0.075758					-0.015152					-0.015152		0.000000		-0.303030			
mp:2019-02-02_20.30.00.Social.COM_ENM.BIOETH	BIOETH	2019-02-02T20:30:00.000Z	Social	2.2.35	3.0	0.000426	0.000000									-0.333333		0.250000												
mp:2019-02-02_20.30.00.News_Social.COM_ENM.MOG	MOG	2019-02-02T20:30:00.000Z	News_Social	2.2.35	371.2	0.029358	-0.204741	-0.013470		0.002694	-0.001347	0.002694	0.002694	0.032328	0.063308	-0.013470	0.004041	0.149044	0.024246	0.002694	0.009429		0.032866		0.010776		0.018858	-0.005388		
mp:2019-02-02_20.30.00.News.COM_ENM.MOG	MOG	2019-02-02T20:30:00.000Z	News	2.2.35	247.0	0.044088	-0.238866	-0.008097					0.000000	0.020243	0.060729	-0.032389		0.163968	0.040486		0.004049		0.008097		0.012146		0.052632			
mp:2019-02-02_20.30.00.Social.COM_ENM.MOG	MOG	2019-02-02T20:30:00.000Z	Social	2.2.35	124.2	0.017638	-0.136876	-0.024155		0.008052	-0.004026	0.008052	0.008052	0.056361	0.068438	0.024155	0.012077	0.119364	-0.008052	0.008052	0.020129		0.082126		0.008052		-0.048309	-0.016103		
mp:2019-02-02_20.30.00.News_Social.COM_ENM.GOL	GOL	2019-02-02T20:30:00.000Z	News_Social	2.2.35	3563.3	0.281820	-0.075352	0.015154	0.007156	0.004210	0.002105	0.030169	0.005893	0.017259	0.075492	0.004350	0.025257	0.148577	0.031432	-0.001123	0.000842	0.000561	0.056212	0.000000	0.001964	0.000561	-0.009963	0.001403	0.015435	
