id	assetCode	windowTimestamp	dataType	systemVersion	buzz	relativeBuzz	sentiment	optimism	fear	joy	trust	violence	conflict	gloom	stress	timeUrgency	uncertainty	emotionVsFact	longShort	longShortForecast	priceDirection	priceForecast	volatility	consumptionVolume	productionVolume	regulatoryIssues	supplyVsDemand	supplyVsDemandForecast	newExploration	safetyAccident
mp:2019-02-07_20.30.00.Social.COM_ENM.CRU	CRU	2019-02-07T20:30:00.000Z	Social	2.2.35	2245.9	0.199643	-0.213055	-0.035175	0.008682	0.003785	0.004174	0.014916	-0.000445	0.046752	0.070128	0.004898	0.020259	0.176477	0.004453	0.002226	-0.003562	-0.000891	0.027517		0.001781		-0.001113	0.000891	0.001336	
mp:2019-02-07_20.30.00.News_Social.COM_ENM.BIOETH	BIOETH	2019-02-07T20:30:00.000Z	News_Social	2.2.35	1710.8	0.037765	0.040624	0.008476	0.001169	0.000585	-0.002192	0.084756	0.023089	0.009352	0.033025	0.024550	0.046762	0.071633	0.022796		0.000585	0.000585	0.070610		-0.006430		-0.019289			
mp:2019-02-07_20.30.00.News.COM_ENM.BIOETH	BIOETH	2019-02-07T20:30:00.000Z	News	2.2.35	1644.3	0.048288	0.041963	0.008514	0.001216	0.000608	-0.002281	0.083926	0.023414	0.009731	0.033449	0.025543	0.048045	0.073238	0.022502				0.069209		-0.006690		-0.020069			
mp:2019-02-07_20.30.00.Social.COM_ENM.BIOETH	BIOETH	2019-02-07T20:30:00.000Z	Social	2.2.35	66.5	0.005911	0.007519	0.007519				0.105263	0.015038		0.022556	0.000000	0.015038	0.031955	0.030075		0.015038	0.015038	0.105263				0.000000			
mp:2019-02-07_20.30.00.News_Social.COM_ENM.MOG	MOG	2019-02-07T20:30:00.000Z	News_Social	2.2.35	1161.5	0.025639	-0.192854	-0.031425	0.007318		0.000215	0.028412	-0.003444	0.036591	0.048644	0.014636	0.022385	0.110095	0.012053	0.001722	-0.004305		0.047783	0.000000	0.007749		-0.030133	-0.001722	0.000861	0.000861
mp:2019-02-07_20.30.00.News.COM_ENM.MOG	MOG	2019-02-07T20:30:00.000Z	News	2.2.35	954.6	0.028034	-0.214750	-0.039283	0.007333		0.000262	0.028284	-0.006285	0.036665	0.045045	0.016761	0.021999	0.104861	0.012047	0.002095	-0.006285		0.046721	0.001048	0.008380		-0.042950	-0.002095		0.001048
mp:2019-02-07_20.30.00.Social.COM_ENM.MOG	MOG	2019-02-07T20:30:00.000Z	Social	2.2.35	206.9	0.018392	-0.091832	0.004833	0.007250		0.000000	0.029000	0.009667	0.036249	0.065249	0.004833	0.024166	0.134244	0.012083		0.004833		0.052682	-0.004833	0.004833		0.029000		0.004833	
mp:2019-02-07_20.30.00.News_Social.COM_ENM.GOL	GOL	2019-02-07T20:30:00.000Z	News_Social	2.2.35	7617.3	0.168147	-0.109488	0.007549	0.012012	0.007155	0.004299	0.012078	-0.022580	0.024024	0.062686	0.004529	0.024812	0.176286	0.014375	0.000131	-0.005120		0.034356	0.000459	-0.000525	0.000263	-0.001969	-0.000131	0.012012	0.000131
mp:2019-02-07_20.30.00.News.COM_ENM.GOL	GOL	2019-02-07T20:30:00.000Z	News	2.2.35	4891.7	0.143655	-0.161089	0.011959	0.015741	0.005520	0.004370	0.007359	-0.031686	0.019727	0.060102	0.000920	0.017172	0.186055	0.004804	0.000204	-0.007462		0.032197	0.000511	-0.000818	0.000409	-0.002555	-0.000818	0.013697	0.000204
mp:2019-02-07_20.30.00.Social.COM_ENM.GOL	GOL	2019-02-07T20:30:00.000Z	Social	2.2.35	2725.6	0.242284	-0.016877	-0.000367	0.005320	0.010090	0.004173	0.020546	-0.006237	0.031736	0.067325	0.011007	0.038524	0.158754	0.031553	0.000000	-0.000917		0.038230	0.000367	0.000000		-0.000917	0.001101	0.008989	
mp:2019-02-07_20.30.00.News_Social.COM_ENM.HOIL	HOIL	2019-02-07T20:30:00.000Z	News_Social	2.2.35	69.0	0.001523	-0.275362	0.057971		0.057971				0.057971	0.014493	0.057971		0.184783							0.028986		-0.101449			
mp:2019-02-07_20.30.00.News.COM_ENM.HOIL	HOIL	2019-02-07T20:30:00.000Z	News	2.2.35	69.0	0.002026	-0.275362	0.057971		0.057971				0.057971	0.014493	0.057971		0.184783							0.028986		-0.101449			
mp:2019-02-07_20.30.00.Social.COM_ENM.HOIL	HOIL	2019-02-07T20:30:00.000Z	Social	2.2.35	0.0	0.000000																								
mp:2019-02-07_20.30.00.News_Social.COM_ENM.IRN	IRN	2019-02-07T20:30:00.000Z	News_Social	2.2.35	1959.0	0.043244	-0.160031	0.008423	0.011230	0.006891	0.003637	0.093925	-0.003828	0.037264	0.084482	0.026289	0.018121	0.118134	0.008678	0.002042	0.017866	0.003573	0.040786	0.001021	0.000000		-0.002297	-0.001021	0.001021	
mp:2019-02-07_20.30.00.News.COM_ENM.IRN	IRN	2019-02-07T20:30:00.000Z	News	2.2.35	1390.3	0.040829	-0.174423	0.012947	0.011508	0.000719	0.004046	0.096022	0.000719	0.041718	0.084514	0.030209	0.018701	0.113537	0.002158		0.018701	0.005035	0.041070	0.001439	-0.002158		-0.004675	-0.001439	0.001439	
mp:2019-02-07_20.30.00.Social.COM_ENM.IRN	IRN	2019-02-07T20:30:00.000Z	Social	2.2.35	568.7	0.050553	-0.124846	-0.002638	0.010550	0.021980	0.002638	0.088799	-0.014946	0.026376	0.084403	0.016705	0.016705	0.129374	0.024618	0.007034	0.015826		0.040091		0.005275		0.003517			
mp:2019-02-07_20.30.00.News_Social.COM_ENM.JET	JET	2019-02-07T20:30:00.000Z	News_Social	2.2.35	57.0	0.001258	0.350877						-0.070175			-0.035088		-0.004386	0.000000						0.017544		-0.210526			
mp:2019-02-07_20.30.00.News.COM_ENM.JET	JET	2019-02-07T20:30:00.000Z	News	2.2.35	57.0	0.001674	0.350877						-0.070175			-0.035088		-0.004386	0.000000						0.017544		-0.210526			
mp:2019-02-07_20.30.00.Social.COM_ENM.JET	JET	2019-02-07T20:30:00.000Z	Social	2.2.35	0.0	0.000000																								
mp:2019-02-07_20.30.00.News_Social.COM_ENM.LNG	LNG	2019-02-07T20:30:00.000Z	News_Social	2.2.35	344.5	0.007605	0.060958	0.087083	0.002903	0.011611	0.001451	0.005806	-0.029028	0.002903	0.063861	0.014514	0.017417	0.138970	-0.002903	0.002903	-0.014514		0.058055	-0.001451	0.040639		0.040639	0.017417		
mp:2019-02-07_20.30.00.News.COM_ENM.LNG	LNG	2019-02-07T20:30:00.000Z	News	2.2.35	83.0	0.002437	0.108434	0.072289			0.006024		-0.024096		0.072289	-0.012048		0.102410	-0.012048	-0.012048			0.120482		0.156627					
mp:2019-02-07_20.30.00.Social.COM_ENM.LNG	LNG	2019-02-07T20:30:00.000Z	Social	2.2.35	261.5	0.023245	0.045889	0.091778	0.003824	0.015296		0.007648	-0.030593	0.003824	0.061185	0.022945	0.022945	0.150574	0.000000	0.007648	-0.019120		0.038241	-0.001912	0.003824		0.053537	0.022945		
mp:2019-02-07_20.30.00.News_Social.COM_ENM.NAP	NAP	2019-02-07T20:30:00.000Z	News_Social	2.2.35	46.7	0.001031	-0.203426					0.042827	0.128480		0.128480	0.042827		0.087259	0.021413				0.175589				-0.085653			
mp:2019-02-07_20.30.00.News.COM_ENM.NAP	NAP	2019-02-07T20:30:00.000Z	News	2.2.35	39.7	0.001166	-0.188917					0.050378	0.151134		0.151134	0.050378		0.096348	0.025189				0.181360				-0.050378			
mp:2019-02-07_20.30.00.Social.COM_ENM.NAP	NAP	2019-02-07T20:30:00.000Z	Social	2.2.35	7.0	0.000622	-0.285714											0.035714					0.142857				-0.285714			
mp:2019-02-07_20.30.00.News_Social.COM_ENM.NGS	NGS	2019-02-07T20:30:00.000Z	News_Social	2.2.35	1965.3	0.043383	-0.119575	0.001272	0.005088	0.003562	-0.003180	0.030021	0.005343	0.023915	0.065130	0.015265	0.021880	0.155701	-0.005088	-0.001018	-0.003562	-0.000509	0.036941	0.000254	-0.000509	0.002035	-0.009668	0.002035	0.006106	0.000509
mp:2019-02-07_20.30.00.News.COM_ENM.NGS	NGS	2019-02-07T20:30:00.000Z	News	2.2.35	998.2	0.029314	-0.175316	-0.030054	0.001002	0.001002	-0.002004	0.025045	0.014025	0.020036	0.053596	0.019034	0.022040	0.145838	-0.004007	-0.001002	-0.002004	-0.001002	0.049088	-0.001002	0.003005	0.001002	-0.017532	0.000000	0.012022	
mp:2019-02-07_20.30.00.Social.COM_ENM.NGS	NGS	2019-02-07T20:30:00.000Z	Social	2.2.35	967.1	0.085968	-0.062041	0.033606	0.009306	0.006204	-0.004395	0.035157	-0.003619	0.027919	0.077034	0.011374	0.021714	0.165883	-0.006204	-0.001034	-0.005170		0.024403	0.001551	-0.004136	0.003102	-0.001551	0.004136		0.001034
mp:2019-02-07_20.30.00.News_Social.COM_ENM.NKL	NKL	2019-02-07T20:30:00.000Z	News_Social	2.2.35	1513.4	0.033407	-0.232919	-0.004625	0.027091		0.004460	0.017841	-0.008920	0.017180	0.080613	0.022466	0.008590	0.202689	0.007599	-0.000661	-0.004625		0.025770	0.001322	0.008260		-0.026431	-0.009251	0.001982	
mp:2019-02-07_20.30.00.News.COM_ENM.NKL	NKL	2019-02-07T20:30:00.000Z	News	2.2.35	1070.4	0.031434	-0.322777	-0.007474	0.033632		0.003270	0.007474	-0.016349	0.014013	0.093423	-0.006540	0.004671	0.230288	0.005605		-0.006540		0.007007		0.005138		-0.017750	0.000000	0.000934	
mp:2019-02-07_20.30.00.Social.COM_ENM.NKL	NKL	2019-02-07T20:30:00.000Z	Social	2.2.35	443.0	0.039379	-0.015801	0.002257	0.011287		0.007336	0.042889	0.009029	0.024831	0.049661	0.092551	0.018059	0.136005	0.012415	-0.002257			0.071106	0.004515	0.015801		-0.047404	-0.031603	0.004515	
mp:2019-02-07_20.30.00.News_Social.COM_ENM.NSEA	NSEA	2019-02-07T20:30:00.000Z	News_Social	2.2.35	774.0	0.017086	-0.390181	-0.002584	0.012920		-0.000969	0.001292	-0.028424	0.006460	0.018088	0.000000	0.014212	0.157623	0.015504		-0.050388		0.015504		-0.001292		0.028424		0.001292	
mp:2019-02-07_20.30.00.News.COM_ENM.NSEA	NSEA	2019-02-07T20:30:00.000Z	News	2.2.35	685.0	0.020116	-0.379562	-0.002920	0.014599			0.001460	-0.018978	0.007299	0.020438	0.000000	0.014599	0.152555	0.008759		-0.052555		0.016058		-0.001460		0.032117			
mp:2019-02-07_20.30.00.Social.COM_ENM.NSEA	NSEA	2019-02-07T20:30:00.000Z	Social	2.2.35	89.0	0.007911	-0.471910				-0.008427		-0.101124				0.011236	0.196629	0.067416		-0.033708		0.011236						0.011236	
mp:2019-02-07_20.30.00.News_Social.COM_ENM.PALL	PALL	2019-02-07T20:30:00.000Z	News_Social	2.2.35	257.0	0.005673	0.155642	-0.062257	0.011673		0.000973	0.003891	-0.046693	0.015564	0.066148	-0.019455	0.003891	0.234436	-0.003891				0.003891				-0.007782		0.003891	
mp:2019-02-07_20.30.00.News.COM_ENM.PALL	PALL	2019-02-07T20:30:00.000Z	News	2.2.35	180.0	0.005286	0.238889	-0.122222	0.005556				-0.072222	0.016667	0.083333	-0.016667	-0.016667	0.261111												
mp:2019-02-07_20.30.00.Social.COM_ENM.PALL	PALL	2019-02-07T20:30:00.000Z	Social	2.2.35	77.0	0.006845	-0.038961	0.077922	0.025974		0.003247	0.012987	0.012987	0.012987	0.025974	-0.025974	0.051948	0.172078	-0.012987				0.012987				-0.025974		0.012987	
mp:2019-02-07_20.30.00.News_Social.COM_ENM.PLAT	PLAT	2019-02-07T20:30:00.000Z	News_Social	2.2.35	787.6	0.017386	-0.014601	-0.001270	0.003809	0.010157	0.009999	0.002539	-0.003809	0.024124	0.042534	0.009523	0.008253	0.209942	-0.005079				0.022346		0.007618		-0.002539		0.001270	
mp:2019-02-07_20.30.00.News.COM_ENM.PLAT	PLAT	2019-02-07T20:30:00.000Z	News	2.2.35	450.7	0.013236	-0.061016	-0.024406	0.002219	0.004438	0.011094		-0.023297	0.013313	0.042157	-0.002219	0.000000	0.225926	-0.008875				0.011538		0.008875		-0.004438		0.002219	
mp:2019-02-07_20.30.00.Social.COM_ENM.PLAT	PLAT	2019-02-07T20:30:00.000Z	Social	2.2.35	336.9	0.029948	0.047492	0.029682	0.005936	0.017809	0.008534	0.005936	0.022262	0.038587	0.043039	0.025230	0.019294	0.188557	0.000000				0.036806		0.005936		0.000000			
mp:2019-02-07_20.30.00.News_Social.COM_ENM.RAREE	RAREE	2019-02-07T20:30:00.000Z	News_Social	2.2.35	112.2	0.002477	0.066845	0.017825	0.035651		0.004456		0.080214		0.026738	0.017825	0.071301	0.195633	0.008913				0.010695		0.022282		-0.035651		0.008913	
mp:2019-02-07_20.30.00.News.COM_ENM.RAREE	RAREE	2019-02-07T20:30:00.000Z	News	2.2.35	66.0	0.001938	0.196970		0.030303				0.090909			0.030303	0.060606	0.212121									-0.060606		0.015152	
mp:2019-02-07_20.30.00.Social.COM_ENM.RAREE	RAREE	2019-02-07T20:30:00.000Z	Social	2.2.35	46.2	0.004107	-0.119048	0.043290	0.043290		0.010823		0.064935		0.064935	0.000000	0.086580	0.172078	0.021645				0.025974		0.054113		0.000000			
mp:2019-02-07_20.30.00.News_Social.COM_ENM.SLVR	SLVR	2019-02-07T20:30:00.000Z	News_Social	2.2.35	900.2	0.019871	0.019440	0.031104	-0.000555	0.008887	0.003333	0.013330	-0.042213	0.023884	0.050544	-0.006110	0.036103	0.123361	0.029438	-0.006665	0.000555		0.063097	0.002222	0.000000		-0.005554	-0.001111	0.023328	
mp:2019-02-07_20.30.00.News.COM_ENM.SLVR	SLVR	2019-02-07T20:30:00.000Z	News	2.2.35	397.8	0.011682	-0.022624	0.020111		0.005028	0.005028	0.011312	-0.041478	0.020111	0.047763	-0.010055	0.016340	0.117144	0.010055	-0.015083	-0.005028		0.022876		-0.005028		0.005028		0.032680	
mp:2019-02-07_20.30.00.Social.COM_ENM.SLVR	SLVR	2019-02-07T20:30:00.000Z	Social	2.2.35	502.4	0.044659	0.052747	0.039809	-0.000995	0.011943	0.001990	0.014928	-0.042795	0.026871	0.052747	-0.002986	0.051752	0.128284	0.044785		0.004976		0.094944	0.003981	0.003981		-0.013933	-0.001990	0.015924	
mp:2019-02-07_20.30.00.News_Social.COM_ENM.STEE	STEE	2019-02-07T20:30:00.000Z	News_Social	2.2.35	4299.1	0.094900	-0.124910	-0.008025	0.011398	0.002210	0.002588	0.020818	0.013840	0.022098	0.074085	-0.004303	0.007095	0.142216	0.001163	0.001163	-0.004885	-0.000465	0.031262	0.005350	0.011281	0.000233	-0.006048	-0.000465	0.000233	
mp:2019-02-07_20.30.00.News.COM_ENM.STEE	STEE	2019-02-07T20:30:00.000Z	News	2.2.35	3241.7	0.095199	-0.103804	-0.004164	0.009871	0.001234	0.002892	0.020205	0.021439	0.024370	0.076195	-0.014961	0.007866	0.140551	-0.000617		-0.007712	-0.000617	0.028226	-0.000308	0.001851		-0.004319	-0.000308		
mp:2019-02-07_20.30.00.Social.COM_ENM.STEE	STEE	2019-02-07T20:30:00.000Z	Social	2.2.35	1057.4	0.093994	-0.189616	-0.019860	0.016077	0.005201	0.001655	0.022697	-0.009457	0.015131	0.067619	0.028371	0.004729	0.147319	0.006620	0.004729	0.003783		0.040571	0.022697	0.040193	0.000946	-0.011349	-0.000946	0.000946	
mp:2019-02-07_20.30.00.News_Social.COM_ENM.URAN	URAN	2019-02-07T20:30:00.000Z	News_Social	2.2.35	927.9	0.020483	-0.017243	0.057118	0.005389	0.004311	0.011585	0.014010	0.022632	0.023709	0.030715	0.023171	0.022632	0.153115	0.003772	0.003233	0.014549	0.002155	0.037396	-0.003772	0.005389	0.001078	0.006466	-0.007544	0.021554	
mp:2019-02-07_20.30.00.News.COM_ENM.URAN	URAN	2019-02-07T20:30:00.000Z	News	2.2.35	501.6	0.014730	0.057815	0.073764	0.007974	0.003987	0.023923	0.001994	0.013955	0.023923	0.032895	0.012959	0.013955	0.153309	0.002990		0.017943	0.003987	0.023724	0.000000	0.007974		0.009968	-0.015949	0.031898	
mp:2019-02-07_20.30.00.Social.COM_ENM.URAN	URAN	2019-02-07T20:30:00.000Z	Social	2.2.35	426.3	0.037895	-0.105559	0.037532	0.002346	0.004692	-0.002932	0.028149	0.032841	0.023458	0.028149	0.035186	0.032841	0.152885	0.004692	0.007037	0.010556		0.053483	-0.008210	0.002346	0.002346	0.002346	0.002346	0.009383	
mp:2019-02-08_20.30.00.News_Social.COM_ENM.ALU	ALU	2019-02-08T20:30:00.000Z	News_Social	2.2.35	2388.2	0.056694	0.057575	0.074952	0.001675	0.047735	0.001570	0.037685	-0.003769	0.030148	0.054644	0.010468	0.014655	0.107277	0.001256		0.010887	0.001675	0.019345	0.000000	0.016749		-0.098819	-0.006700		
mp:2019-02-08_20.30.00.News.COM_ENM.ALU	ALU	2019-02-08T20:30:00.000Z	News	2.2.35	1859.7	0.058087	0.005915	0.096252	0.001613	0.022047	-0.000134	0.004839	0.031726	0.036027	0.065333	0.013443	0.018820	0.094276	-0.001613		0.015056	0.002151	0.024305	0.000000	0.020433		-0.122600	-0.008604		
mp:2019-02-08_20.30.00.Social.COM_ENM.ALU	ALU	2019-02-08T20:30:00.000Z	Social	2.2.35	528.5	0.052283	0.239357		0.001892	0.138127	0.007569	0.153264	-0.128666	0.009461	0.017029	0.000000		0.153027	0.011353		-0.003784		0.001892		0.003784		-0.015137			
mp:2019-02-08_20.30.00.News_Social.COM_ENM.BIOF	BIOF	2019-02-08T20:30:00.000Z	News_Social	2.2.35	25.0	0.000593	-0.080000				0.020000		0.040000	0.080000	0.080000	0.040000	0.120000	0.200000						0.040000	-0.040000		-0.040000			
mp:2019-02-08_20.30.00.News.COM_ENM.BIOF	BIOF	2019-02-08T20:30:00.000Z	News	2.2.35	24.0	0.000750	-0.041667				0.020833		0.041667	0.083333	0.083333	0.041667	0.125000	0.197917						0.041667	-0.041667		-0.041667			
mp:2019-02-08_20.30.00.Social.COM_ENM.BIOF	BIOF	2019-02-08T20:30:00.000Z	Social	2.2.35	1.0	0.000099	-1.000000											0.250000												
mp:2019-02-08_20.30.00.News_Social.COM_ENM.COA	COA	2019-02-08T20:30:00.000Z	News_Social	2.2.35	5649.0	0.134104	-0.309701	-0.020269	0.002213	0.004072	0.001040	0.052753	0.051779	0.047088	0.110108	0.018853	0.013542	0.172960	-0.000620	0.000177	0.001770		0.024217	-0.000177	-0.005488	0.001593	0.028058	0.000000	0.002301	0.008320
mp:2019-02-08_20.30.00.News.COM_ENM.COA	COA	2019-02-08T20:30:00.000Z	News	2.2.35	4871.2	0.152151	-0.330411	-0.024943	0.002566	0.003900	0.001180	0.048961	0.056967	0.050398	0.111779	0.020118	0.011907	0.175752	-0.000924		0.001642		0.022890	0.000000	-0.008417	0.001642	0.030691	0.000000	0.002258	0.007801
mp:2019-02-08_20.30.00.Social.COM_ENM.COA	COA	2019-02-08T20:30:00.000Z	Social	2.2.35	777.8	0.076945	-0.179995	0.009000	0.000000	0.005143	0.000161	0.076498	0.019285	0.026356	0.099640	0.010928	0.023785	0.155471	0.001286	0.001286	0.002571		0.032528	-0.001286	0.012857	0.001286	0.011571		0.002571	0.011571
mp:2019-02-08_20.30.00.News_Social.COM_ENM.CPPR	CPPR	2019-02-08T20:30:00.000Z	News_Social	2.2.35	3378.6	0.080206	-0.237820	-0.000148	0.020719	0.000592	0.000925	0.027378	0.002664	0.069851	0.099449	-0.005624	0.015095	0.184144	0.001924		-0.003108		0.022021		-0.015835	-0.000296	0.001036	-0.001184	0.007400	0.000888
mp:2019-02-08_20.30.00.News.COM_ENM.CPPR	CPPR	2019-02-08T20:30:00.000Z	News	2.2.35	2881.0	0.089987	-0.258070	0.001041	0.023950	0.000347	0.000521	0.022041	0.004339	0.078445	0.102395	-0.006248	0.014925	0.189431	0.001041		-0.004686		0.021347		-0.018917	-0.000347	0.000000	-0.001388	0.005207	0.001041
mp:2019-02-08_20.30.00.Social.COM_ENM.CPPR	CPPR	2019-02-08T20:30:00.000Z	Social	2.2.35	497.6	0.049226	-0.120579	-0.007034	0.002010	0.002010	0.003266	0.058280	-0.007034	0.020096	0.082395	-0.002010	0.016077	0.153537	0.007034		0.006029		0.025924		0.002010		0.007034		0.020096	
mp:2019-02-08_20.30.00.News_Social.COM_ENM.CRU	CRU	2019-02-08T20:30:00.000Z	News_Social	2.2.35	12043.9	0.285915	-0.326016	-0.027690	0.035329	0.000581	0.003300	0.022958	0.016191	0.038443	0.066880	-0.002449	0.021131	0.167765	0.003902	0.000166	-0.010337	-0.000249	0.032041	0.000249	-0.011873		-0.018682	-0.001038	0.000415	0.000083
mp:2019-02-08_20.30.00.News.COM_ENM.CRU	CRU	2019-02-08T20:30:00.000Z	News	2.2.35	10495.0	0.327809	-0.329204	-0.027823	0.038685	0.000429	0.003287	0.023583	0.019628	0.037685	0.067080	-0.002573	0.020581	0.167392	0.004526	0.000381	-0.011291	-0.000191	0.032158	0.000286	-0.013721		-0.022677	-0.001191	0.000381	0.000095
mp:2019-02-08_20.30.00.Social.COM_ENM.CRU	CRU	2019-02-08T20:30:00.000Z	Social	2.2.35	1548.9	0.153227	-0.304410	-0.026793	0.012590	0.001614	0.003390	0.018723	-0.007102	0.043579	0.065530	-0.001614	0.024856	0.170298	-0.000323	-0.001291	-0.003874	-0.000646	0.031248		0.000646		0.008393	0.000000	0.000646	
mp:2019-02-08_20.30.00.News_Social.COM_ENM.BIOETH	BIOETH	2019-02-08T20:30:00.000Z	News_Social	2.2.35	199.5	0.004736	-0.170426	0.002506			-0.001253	0.065163	0.065163	0.030075	0.082707	-0.007519	0.012531	0.135965	0.020050				0.060150				-0.005013	-0.010025		
mp:2019-02-08_20.30.00.News.COM_ENM.BIOETH	BIOETH	2019-02-08T20:30:00.000Z	News	2.2.35	153.5	0.004795	-0.188925	-0.009772			-0.004886	0.084691	0.071661	0.039088	0.100977	0.003257	0.003257	0.121336	0.013029				0.078176				0.000000			
mp:2019-02-08_20.30.00.Social.COM_ENM.BIOETH	BIOETH	2019-02-08T20:30:00.000Z	Social	2.2.35	46.0	0.004551	-0.108696	0.043478			0.010870		0.043478		0.021739	-0.043478	0.043478	0.184783	0.043478								-0.021739	-0.043478		
mp:2019-02-08_20.30.00.News_Social.COM_ENM.MOG	MOG	2019-02-08T20:30:00.000Z	News_Social	2.2.35	631.0	0.014980	-0.171949	-0.025357	0.001585	0.003170	-0.001585	0.066561	0.039620	0.052298	0.063391	0.015848	0.026941	0.148970	0.019810	0.002377	0.001585		0.044374	0.006339	0.004754	0.003170	-0.025357			
mp:2019-02-08_20.30.00.News.COM_ENM.MOG	MOG	2019-02-08T20:30:00.000Z	News	2.2.35	489.5	0.015289	-0.181818	-0.026558	0.002043		-0.002043	0.067416	0.036772	0.051073	0.069459	0.016343	0.032686	0.159602	0.025536	0.001021	0.002043		0.034729		0.004086	0.004086	-0.020429			
mp:2019-02-08_20.30.00.Social.COM_ENM.MOG	MOG	2019-02-08T20:30:00.000Z	Social	2.2.35	141.5	0.013998	-0.137809	-0.021201		0.014134	0.000000	0.063604	0.049470	0.056537	0.042403	0.014134	0.007067	0.112191	0.000000	0.007067	0.000000		0.077739	0.028269	0.007067		-0.042403			
mp:2019-02-08_20.30.00.News_Social.COM_ENM.GOL	GOL	2019-02-08T20:30:00.000Z	News_Social	2.2.35	7954.0	0.188823	-0.118368	0.002137	0.024390	0.004966	0.002703	0.025710	-0.018607	0.027282	0.066507	-0.003457	0.017413	0.173073	0.002074	0.000000	0.001949	0.000000	0.029671	0.000000	-0.002514	0.000377	0.011378	-0.000880	0.013704	
mp:2019-02-08_20.30.00.News.COM_ENM.GOL	GOL	2019-02-08T20:30:00.000Z	News	2.2.35	5090.4	0.158997	-0.188394	-0.003831	0.031039	0.001572	-0.001522	0.022690	-0.021806	0.024654	0.069248	-0.011689	0.016993	0.175360	0.000196		0.003143		0.028171	0.000589	-0.002750	0.000196	0.016109	-0.000589	0.013948	
mp:2019-02-08_20.30.00.Social.COM_ENM.GOL	GOL	2019-02-08T20:30:00.000Z	Social	2.2.35	2863.6	0.283286	0.006111	0.012746	0.012572	0.011000	0.010214	0.031080	-0.012921	0.031953	0.061636	0.011175	0.018159	0.169009	0.005413	0.000000	-0.000175	0.000000	0.032337	-0.001048	-0.002095	0.000698	0.002968	-0.001397	0.013270	
mp:2019-02-08_20.30.00.News_Social.COM_ENM.HOIL	HOIL	2019-02-08T20:30:00.000Z	News_Social	2.2.35	23.0	0.000546	-0.043478	0.173913		0.173913						0.173913		0.206522			0.000000									
mp:2019-02-08_20.30.00.News.COM_ENM.HOIL	HOIL	2019-02-08T20:30:00.000Z	News	2.2.35	23.0	0.000718	-0.043478	0.173913		0.173913						0.173913		0.206522			0.000000									
mp:2019-02-08_20.30.00.Social.COM_ENM.HOIL	HOIL	2019-02-08T20:30:00.000Z	Social	2.2.35	0.0	0.000000																								
mp:2019-02-08_20.30.00.News_Social.COM_ENM.IRN	IRN	2019-02-08T20:30:00.000Z	News_Social	2.2.35	2111.3	0.050121	-0.078151	0.002368	0.003079	0.000710	-0.001362	0.060626	0.004500	0.039549	0.095202	-0.018946	0.027945	0.121655	0.001184	0.000474	0.028419	0.003789	0.018756	-0.000474	-0.036707	0.000474	-0.036944	-0.004500	0.003789	0.014209
mp:2019-02-08_20.30.00.News.COM_ENM.IRN	IRN	2019-02-08T20:30:00.000Z	News	2.2.35	1610.3	0.050297	-0.118301	-0.004968	0.003726	0.000621	-0.002329	0.067689	0.004968	0.045023	0.101223	-0.031982	0.029187	0.116873	-0.000621		0.022356	0.001863	0.014718	-0.000621	-0.042849	0.000621	-0.036639	0.000000	0.004968	0.016146
mp:2019-02-08_20.30.00.Social.COM_ENM.IRN	IRN	2019-02-08T20:30:00.000Z	Social	2.2.35	501.0	0.049562	0.050898	0.025948	0.000998	0.000998	0.001747	0.037924	0.002994	0.021956	0.075848	0.022954	0.023952	0.137026	0.006986	0.001996	0.047904	0.009980	0.031737		-0.016966		-0.037924	-0.018962		0.007984
mp:2019-02-08_20.30.00.News_Social.COM_ENM.JET	JET	2019-02-08T20:30:00.000Z	News_Social	2.2.35	134.0	0.003181	-0.089552	-0.029851				0.029851	-0.007463		0.067164	0.029851	0.007463	0.145522	-0.029851				0.059701		0.007463		-0.059701			
mp:2019-02-08_20.30.00.News.COM_ENM.JET	JET	2019-02-08T20:30:00.000Z	News	2.2.35	119.0	0.003717	-0.067227	-0.016807				0.016807	-0.016807		0.067227	0.025210	0.008403	0.157563	-0.033613				0.033613		0.008403		-0.067227			
mp:2019-02-08_20.30.00.Social.COM_ENM.JET	JET	2019-02-08T20:30:00.000Z	Social	2.2.35	15.0	0.001484	-0.266667	-0.133333				0.133333	0.066667		0.066667	0.066667		0.050000					0.266667							
mp:2019-02-08_20.30.00.News_Social.COM_ENM.LNG	LNG	2019-02-08T20:30:00.000Z	News_Social	2.2.35	268.5	0.006374	-0.121043	-0.048417	0.007449		0.000931	0.007449	0.000000	0.022346	0.094972	0.000000	0.042831	0.186685					0.026071		0.029795		-0.040968			
mp:2019-02-08_20.30.00.News.COM_ENM.LNG	LNG	2019-02-08T20:30:00.000Z	News	2.2.35	152.0	0.004748	-0.065789	-0.019737	0.006579		0.001645		-0.039474	0.006579	0.111842	-0.052632	0.039474	0.134868					0.032895		0.052632		-0.072368			
mp:2019-02-08_20.30.00.Social.COM_ENM.LNG	LNG	2019-02-08T20:30:00.000Z	Social	2.2.35	116.5	0.011525	-0.193133	-0.085837	0.008584		0.000000	0.017167	0.051502	0.042918	0.072961	0.068670	0.047210	0.254292					0.017167							
